"Instance","Metric","Frequency","Magnitude","Algorithm","Version","F.bog","F.off","E.acc"
"kroA200","H",50,0.75,"GA","restart",224957.39866,196175.588421053,165261.904210526
"kroA200","H",50,0.75,"GA","ri",224760.50894,195529.257894737,164615.573684211
"kroA200","H",50,1,"GA","restart",225026.79566,196195.729473684,165282.045263158
"kroA200","H",50,1,"GA","ri",226220.32524,196662.895789474,165749.211578947
"kroA200","H",100,0.1,"GA","restart",196910.63026,173709.602222222,141078.491111111
"kroA200","H",100,0.1,"GA","ri",145552.58156,143303.511111111,110672.4
"kroA200","H",100,0.25,"GA","restart",196948.1303,173904.94,141273.828888889
"kroA200","H",100,0.25,"GA","ri",169785.75402,159604.055555556,126972.944444444
"kroA200","H",100,0.5,"GA","restart",196761.62542,173453.582222222,140822.471111111
"kroA200","H",100,0.5,"GA","ri",188539.7291,169567.653333333,136936.542222222
"kroA200","H",100,0.75,"GA","restart",196852.82206,173615.728888889,140984.617777778
"kroA200","H",100,0.75,"GA","ri",196613.3974,173368.026666667,140736.915555556
"kroA200","H",100,1,"GA","restart",196706.2023,173186.637777778,140555.526666667
"kroA200","H",100,1,"GA","ri",197950.93722,174168.022222222,141536.911111111
"kroA200","H",200,0.1,"GA","restart",168390.52286,161401.61,124691.61
"kroA200","H",200,0.1,"GA","ri",130188.13316,138567.74,101857.74
"kroA200","H",200,0.25,"GA","restart",168506.46972,161218.125,124508.125
"kroA200","H",200,0.25,"GA","ri",147913.90212,150930.835,114220.835
"kroA200","H",200,0.5,"GA","restart",168986.64376,161720.6,125010.6
"kroA200","H",200,0.5,"GA","ri",162351.04996,158995.835,122285.835
"kroA200","H",200,0.75,"GA","restart",168352.65514,161179.025,124469.025
"kroA200","H",200,0.75,"GA","ri",168463.61252,161971.385,125261.385
"kroA200","H",200,1,"GA","restart",168921.1333,161228.05,124518.05
"kroA200","H",200,1,"GA","ri",169345.84624,161783.355,125073.355
"kroA200","H",10,0.1,"PBIL","restart",301682.48488,302171.032121212,272506.385656566
"kroA200","H",10,0.1,"PBIL","ri",294117.50044,294832.675959596,265168.02949495
"kroA200","H",10,0.25,"PBIL","restart",301720.02838,302144.81050505,272480.164040404
"kroA200","H",10,0.25,"PBIL","ri",300190.99486,300557.958585859,270893.312121212
"kroA200","H",10,0.5,"PBIL","restart",301686.23792,302092.633131313,272427.986666667
"kroA200","H",10,0.5,"PBIL","ri",301462.30622,301530.317979798,271865.671515151
"kroA200","H",10,0.75,"PBIL","restart",301749.73734,302180.763434343,272516.116969697
"kroA200","H",10,0.75,"PBIL","ri",301817.07332,301944.40949495,272279.763030303
"kroA200","H",10,1,"PBIL","restart",301755.43186,302169.574141414,272504.927676768
"kroA200","H",10,1,"PBIL","ri",301863.55108,301872.200808081,272207.554343434
"kroA200","H",25,0.1,"PBIL","restart",299064.3957,303640.954358974,273519.928717949
"kroA200","H",25,0.1,"PBIL","ri",276582.61702,279762.630769231,249641.605128205
"kroA200","H",25,0.25,"PBIL","restart",299078.2463,303663.697435897,273542.671794872
"kroA200","H",25,0.25,"PBIL","ri",294037.53258,297858.773333333,267737.747692308
"kroA200","H",25,0.5,"PBIL","restart",299124.99344,303711.876923077,273590.851282051
"kroA200","H",25,0.5,"PBIL","ri",297980.6735,302014.979487179,271893.953846154
"kroA200","H",25,0.75,"PBIL","restart",299270.95352,303896.613846154,273775.588205128
"kroA200","H",25,0.75,"PBIL","ri",298562.65458,302650.778974359,272529.753333333
"kroA200","H",25,1,"PBIL","restart",299162.39842,303711.844102564,273590.818461538
"kroA200","H",25,1,"PBIL","ri",298724.15864,302750.623589744,272629.597948718
"kroA200","H",50,0.1,"PBIL","restart",296620.1603,308327.433684211,277413.749473684
"kroA200","H",50,0.1,"PBIL","ri",263122.0135,270951.717894737,240038.033684211
"kroA200","H",50,0.25,"PBIL","restart",296943.39808,308746.121052632,277832.436842105
"kroA200","H",50,0.25,"PBIL","ri",282381.61266,290831.710526316,259918.026315789
"kroA200","H",50,0.5,"PBIL","restart",296855.12932,308380.767368421,277467.083157895
"kroA200","H",50,0.5,"PBIL","ri",293594.90976,304045.49368421,273131.809473684
"kroA200","H",50,0.75,"PBIL","restart",296731.77306,308385.847368421,277472.163157895
"kroA200","H",50,0.75,"PBIL","ri",295564.05536,306471.257894737,275557.573684211
"kroA200","H",50,1,"PBIL","restart",296676.8008,308480.435789474,277566.751578947
"kroA200","H",50,1,"PBIL","ri",296085.31964,307003.716842105,276090.032631579
"kroA200","H",100,0.1,"PBIL","restart",293188.82674,318614.666666667,285983.555555556
"kroA200","H",100,0.1,"PBIL","ri",254088.20918,273377.768888889,240746.657777778
"kroA200","H",100,0.25,"PBIL","restart",293218.44218,318921.7,286290.588888889
"kroA200","H",100,0.25,"PBIL","ri",268328.28314,286562.922222222,253931.811111111
"kroA200","H",100,0.5,"PBIL","restart",293437.47094,319054.633333333,286423.522222222
"kroA200","H",100,0.5,"PBIL","ri",284359.9723,304937.317777778,272306.206666667
"kroA200","H",100,0.75,"PBIL","restart",293629.42952,318916.446666667,286285.335555556
"kroA200","H",100,0.75,"PBIL","ri",290934.79652,314554.837777778,281923.726666667
"kroA200","H",100,1,"PBIL","restart",293372.7686,318817.955555556,286186.844444444
"kroA200","H",100,1,"PBIL","ri",292305.18476,316972.897777778,284341.786666667
"kroA200","H",200,0.1,"PBIL","restart",285744.97202,336793.91,300083.91
"kroA200","H",200,0.1,"PBIL","ri",248466.75482,296475,259765
"kroA200","H",200,0.25,"PBIL","restart",285947.05596,336703.45,299993.45
"kroA200","H",200,0.25,"PBIL","ri",256811.72974,302086.31,265376.31
"kroA200","H",200,0.5,"PBIL","restart",286342.83466,336971.655,300261.655
"kroA200","H",200,0.5,"PBIL","ri",269786.3283,313756.94,277046.94
"kroA200","H",200,0.75,"PBIL","restart",286273.98696,337176.095,300466.095
"kroA200","H",200,0.75,"PBIL","ri",280511.08284,327579.095,290869.095
"kroA200","H",200,1,"PBIL","restart",286201.74306,337249.45,300539.45
"kroA200","H",200,1,"PBIL","ri",284634.9665,334786.195,298076.195
"kroA200","H",10,0.1,"ACO","restart",306859.79134,307025.696161616,277361.04969697
"kroA200","H",10,0.1,"ACO","ri",257067.39644,252721.052727273,223056.406262626
"kroA200","H",10,0.25,"ACO","restart",306904.82714,307080.386262626,277415.73979798
"kroA200","H",10,0.25,"ACO","ri",284951.81598,277901.703838384,248237.057373737
"kroA200","H",10,0.5,"ACO","restart",306777.74986,306997.143636364,277332.497171717
"kroA200","H",10,0.5,"ACO","ri",300279.1802,291258.600808081,261593.954343434
"kroA200","H",10,0.75,"ACO","restart",306847.37614,307021.393333333,277356.746868687
"kroA200","H",10,0.75,"ACO","ri",305724.1232,296081.802020202,266417.155555556
"kroA200","H",10,1,"ACO","restart",306881.57236,307022.556969697,277357.910505051
"kroA200","H",10,1,"ACO","ri",307089.07326,297189.367272727,267524.720808081
"kroA200","H",25,0.1,"ACO","restart",303640.95376,307907.820512821,277786.794871795
"kroA200","H",25,0.1,"ACO","ri",221725.73988,215520.583076923,185399.557435897
"kroA200","H",25,0.25,"ACO","restart",303897.45258,308079.432307692,277958.406666667
"kroA200","H",25,0.25,"ACO","ri",258860.31252,247308.552820513,217187.527179487
"kroA200","H",25,0.5,"ACO","restart",304076.04368,308453.193333333,278332.167692308
"kroA200","H",25,0.5,"ACO","ri",280735.1985,264465.70974359,234344.684102564
"kroA200","H",25,0.75,"ACO","restart",304056.03294,308431.821025641,278310.795384615
"kroA200","H",25,0.75,"ACO","ri",289452.16742,271041.674358974,240920.648717949
"kroA200","H",25,1,"ACO","restart",303868.8579,308229.636923077,278108.611282051
"kroA200","H",25,1,"ACO","ri",291486.82408,272593.647692308,242472.622051282
"kroA200","H",50,0.1,"ACO","restart",292607.5373,294704.573684211,263790.889473684
"kroA200","H",50,0.1,"ACO","ri",192131.90438,185870.429473684,154956.745263158
"kroA200","H",50,0.25,"ACO","restart",298007.8642,303142.252631579,272228.568421053
"kroA200","H",50,0.25,"ACO","ri",232437.28538,218784.910526316,187871.226315789
"kroA200","H",50,0.5,"ACO","restart",300724.5501,307561.831578947,276648.147368421
"kroA200","H",50,0.5,"ACO","ri",258958.42808,238102.629473684,207188.945263158
"kroA200","H",50,0.75,"ACO","restart",301418.23528,308595.236842105,277681.552631579
"kroA200","H",50,0.75,"ACO","ri",270257.04206,245593.729473684,214680.045263158
"kroA200","H",50,1,"ACO","restart",301266.35334,308335.501052632,277421.816842105
"kroA200","H",50,1,"ACO","ri",273016.03904,247201.437894737,216287.753684211
"kroA200","H",100,0.1,"ACO","restart",272850.06664,232839.413333333,200208.302222222
"kroA200","H",100,0.1,"ACO","ri",171085.69168,165825.255555556,133194.144444444
"kroA200","H",100,0.25,"ACO","restart",272785.75562,232410.793333333,199779.682222222
"kroA200","H",100,0.25,"ACO","ri",203892.94896,188667.58,156036.468888889
"kroA200","H",100,0.5,"ACO","restart",272915.14232,232866.197777778,200235.086666667
"kroA200","H",100,0.5,"ACO","ri",231961.91592,207431.002222222,174799.891111111
"kroA200","H",100,0.75,"ACO","restart",272678.93818,232123.975555556,199492.864444445
"kroA200","H",100,0.75,"ACO","ri",244419.7443,214613.166666667,181982.055555556
"kroA200","H",100,1,"ACO","restart",272840.77838,232698.184444444,200067.073333333
"kroA200","H",100,1,"ACO","ri",247685.91752,216489.851111111,183858.74
"kroA200","H",200,0.1,"ACO","restart",224818.9979,192356.135,155646.135
"kroA200","H",200,0.1,"ACO","ri",169469.76632,183566.6,146856.6
"kroA200","H",200,0.25,"ACO","restart",224582.76342,192373.205,155663.205
"kroA200","H",200,0.25,"ACO","ri",185978.91274,186539.94,149829.94
"kroA200","H",200,0.5,"ACO","restart",224461.90576,191820.24,155110.24
"kroA200","H",200,0.5,"ACO","ri",203799.0304,190850.41,154140.41
"kroA200","H",200,0.75,"ACO","restart",224687.2748,192506.975,155796.975
"kroA200","H",200,0.75,"ACO","ri",209661.954,188026.615,151316.615
"kroA200","H",200,1,"ACO","restart",224653.25274,192165.82,155455.82
"kroA200","H",200,1,"ACO","ri",213779.11442,191538.775,154828.775
