"Instance","Metric","Frequency","Magnitude","Algorithm","Version","F.bog","F.off","E.acc"
"kroA100","H",50,1,"GA","ri",104669.93898,86272.8368421053,63870.7315789474
"kroA100","H",100,0.1,"GA","restart",88026.91928,72718.0222222222,49071.3555555556
"kroA100","H",100,0.1,"GA","ri",61118.54412,58212.7911111111,34566.1244444444
"kroA100","H",100,0.25,"GA","restart",87779.04492,72596.8311111111,48950.1644444444
"kroA100","H",100,0.25,"GA","ri",72755.61676,65215.2577777778,41568.5911111111
"kroA100","H",100,0.5,"GA","restart",88059.88052,72857.4577777778,49210.7911111111
"kroA100","H",100,0.5,"GA","ri",83206.60684,70485.5866666667,46838.92
"kroA100","H",100,0.75,"GA","restart",88041.65536,73001.9177777778,49355.2511111111
"kroA100","H",100,0.75,"GA","ri",87436.53016,72227.6244444444,48580.9577777778
"kroA100","H",100,1,"GA","restart",87860.20146,72674.5088888889,49027.8422222222
"kroA100","H",100,1,"GA","ri",88746.65824,73045.9488888889,49399.2822222222
"kroA100","H",200,0.1,"GA","restart",73067.71802,65744.16,39141.66
"kroA100","H",200,0.1,"GA","ri",54193.72204,56306.775,29704.275
"kroA100","H",200,0.25,"GA","restart",72956.00434,65855.73,39253.23
"kroA100","H",200,0.25,"GA","ri",62141.48442,61181.81,34579.31
"kroA100","H",200,0.5,"GA","restart",73108.63758,66404.075,39801.575
"kroA100","H",200,0.5,"GA","ri",69542.11612,64632.135,38029.635
"kroA100","H",200,0.75,"GA","restart",73169.84048,66307.45,39704.95
"kroA100","H",200,0.75,"GA","ri",72505.05136,65705.42,39102.92
"kroA100","H",200,1,"GA","restart",72841.06496,66048.91,39446.41
"kroA100","H",200,1,"GA","ri",73265.73404,65990,39387.5
"kroA100","H",10,0.1,"PBIL","restart",145746.57068,145223.665656566,123726.695959596
"kroA100","H",10,0.1,"PBIL","ri",137838.38642,137419.385656566,115922.415959596
"kroA100","H",10,0.25,"PBIL","restart",145755.46238,145228.42949495,123731.45979798
"kroA100","H",10,0.25,"PBIL","ri",144053.10496,143419.64020202,121922.67050505
"kroA100","H",10,0.5,"PBIL","restart",145742.82282,145201.796767677,123704.827070707
"kroA100","H",10,0.5,"PBIL","ri",145449.84672,144639.78949495,123142.81979798
"kroA100","H",10,0.75,"PBIL","restart",145743.47054,145260.213737374,123763.244040404
"kroA100","H",10,0.75,"PBIL","ri",145758.2598,144939.697575758,123442.727878788
"kroA100","H",10,1,"PBIL","restart",145761.30158,145279.189090909,123782.219393939
"kroA100","H",10,1,"PBIL","ri",145862.21636,145015.47979798,123518.51010101
"kroA100","H",25,0.1,"PBIL","restart",143725.23792,144953.025128205,123125.332820513
"kroA100","H",25,0.1,"PBIL","ri",126271.23382,126605.796923077,104778.104615385
"kroA100","H",25,0.25,"PBIL","restart",143756.84758,144979.507179487,123151.814871795
"kroA100","H",25,0.25,"PBIL","ri",137872.82928,138161.099487179,116333.407179487
"kroA100","H",25,0.5,"PBIL","restart",143715.51108,144880.213333333,123052.521025641
"kroA100","H",25,0.5,"PBIL","ri",142299.49792,142974.659487179,121146.967179487
"kroA100","H",25,0.75,"PBIL","restart",143761.83108,144964.618974359,123136.926666667
"kroA100","H",25,0.75,"PBIL","ri",143239.2665,143987.141538462,122159.449230769
"kroA100","H",25,1,"PBIL","restart",143846.2792,145046.970769231,123219.278461538
"kroA100","H",25,1,"PBIL","ri",143384.45442,144080.591794872,122252.89948718
"kroA100","H",50,0.1,"PBIL","restart",141755.84662,145657.558947368,123255.453684211
"kroA100","H",50,0.1,"PBIL","ri",119802.14316,122087.614736842,99685.5094736842
"kroA100","H",50,0.25,"PBIL","restart",141804.5195,145797.045263158,123394.94
"kroA100","H",50,0.25,"PBIL","ri",129511.9738,131074.342105263,108672.236842105
"kroA100","H",50,0.5,"PBIL","restart",141861.0297,145843.349473684,123441.244210526
"kroA100","H",50,0.5,"PBIL","ri",138300.9043,140815.890526316,118413.785263158
"kroA100","H",50,0.75,"PBIL","restart",141851.56298,145820.489473684,123418.384210526
"kroA100","H",50,0.75,"PBIL","ri",140516.12914,143628.741052632,121226.635789474
"kroA100","H",50,1,"PBIL","restart",141765.43888,145779.306315789,123377.201052632
"kroA100","H",50,1,"PBIL","ri",141164.41182,144624.086315789,122221.981052632
"kroA100","H",100,0.1,"PBIL","restart",138183.38358,145828.693333333,122182.026666667
"kroA100","H",100,0.1,"PBIL","ri",115449.66002,122728.542222222,99081.8755555556
"kroA100","H",100,0.25,"PBIL","restart",138587.21596,146718.06,123071.393333333
"kroA100","H",100,0.25,"PBIL","ri",121760.25008,127632.908888889,103986.242222222
"kroA100","H",100,0.5,"PBIL","restart",138658.42366,146510.971111111,122864.304444444
"kroA100","H",100,0.5,"PBIL","ri",130633.5785,135800.791111111,112154.124444444
"kroA100","H",100,0.75,"PBIL","restart",138548.90674,146370.702222222,122724.035555556
"kroA100","H",100,0.75,"PBIL","ri",136008.81224,142761.908888889,119115.242222222
"kroA100","H",100,1,"PBIL","restart",138580.43652,146405.415555556,122758.748888889
"kroA100","H",100,1,"PBIL","ri",137425.04666,144771.777777778,121125.111111111
"kroA100","H",200,0.1,"PBIL","restart",131279.07996,147234.145,120631.645
"kroA100","H",200,0.1,"PBIL","ri",112708.6164,132509.685,105907.185
"kroA100","H",200,0.25,"PBIL","restart",131677.61504,147362.315,120759.815
"kroA100","H",200,0.25,"PBIL","ri",116123.12478,134564.745,107962.245
"kroA100","H",200,0.5,"PBIL","restart",131414.2797,147452.265,120849.765
"kroA100","H",200,0.5,"PBIL","ri",122003.04352,137752.245,111149.745
"kroA100","H",200,0.75,"PBIL","restart",131474.22882,147798,121195.5
"kroA100","H",200,0.75,"PBIL","ri",127936.57514,143394.955,116792.455
"kroA100","H",200,1,"PBIL","restart",131542.99778,147853.995,121251.495
"kroA100","H",200,1,"PBIL","ri",130254.29002,146176.37,119573.87
"kroA100","H",10,0.1,"ACO","restart",149737.46762,149076.403838384,127579.434141414
"kroA100","H",10,0.1,"ACO","ri",121407.4092,118386.107070707,96889.1373737374
"kroA100","H",10,0.25,"ACO","restart",149697.42192,149051.191111111,127554.221414141
"kroA100","H",10,0.25,"ACO","ri",137699.7859,133020.447070707,111523.477373738
"kroA100","H",10,0.5,"ACO","restart",149690.42604,148937.941414141,127440.971717172
"kroA100","H",10,0.5,"ACO","ri",146758.02298,140826.200606061,119329.230909091
"kroA100","H",10,0.75,"ACO","restart",149693.26306,149027.480606061,127530.510909091
"kroA100","H",10,0.75,"ACO","ri",150120.78348,143729.203838384,122232.234141414
"kroA100","H",10,1,"ACO","restart",149722.36636,149014.614141414,127517.644444444
"kroA100","H",10,1,"ACO","ri",150954.30254,144412.424646465,122915.454949495
"kroA100","H",25,0.1,"ACO","restart",147262.02306,148325.646153846,126497.953846154
"kroA100","H",25,0.1,"ACO","ri",105499.62664,101884.372820513,80056.6805128205
"kroA100","H",25,0.25,"ACO","restart",147422.41854,148515.88974359,126688.197435897
"kroA100","H",25,0.25,"ACO","ri",122542.4853,114948.259487179,93120.5671794872
"kroA100","H",25,0.5,"ACO","restart",147515.88202,148676.261538462,126848.569230769
"kroA100","H",25,0.5,"ACO","ri",135338.79736,124696.31025641,102868.617948718
"kroA100","H",25,0.75,"ACO","restart",147490.86784,148584.923076923,126757.230769231
"kroA100","H",25,0.75,"ACO","ri",140633.5191,128609.08974359,106781.397435897
"kroA100","H",25,1,"ACO","restart",147509.2166,148597.92051282,126770.228205128
"kroA100","H",25,1,"ACO","ri",141979.2439,129529.804615385,107702.112307692
"kroA100","H",50,0.1,"ACO","restart",140144.50918,137087.309473684,114685.204210526
"kroA100","H",50,0.1,"ACO","ri",111015.63098,111390.668421053,88988.5631578947
"kroA100","H",50,0.25,"ACO","restart",143705.7652,141881.363157895,119479.257894737
"kroA100","H",50,0.25,"ACO","ri",110583.06902,102560.331578947,80158.2263157895
"kroA100","H",50,0.5,"ACO","restart",145086.6157,143537.283157895,121135.177894737
"kroA100","H",50,0.5,"ACO","ri",122774.21974,109225.611578947,86823.5063157895
"kroA100","H",50,0.75,"ACO","restart",145108.72544,143956.794736842,121554.689473684
"kroA100","H",50,0.75,"ACO","ri",129243.15772,113342.254736842,90940.1494736842
"kroA100","H",50,1,"ACO","restart",145184.69502,143879.841052631,121477.735789474
"kroA100","H",50,1,"ACO","ri",131224.67254,114716.571578947,92314.4663157895
"kroA100","H",100,0.1,"ACO","restart",127035.52626,101823.76,78177.0933333333
"kroA100","H",100,0.1,"ACO","ri",110047.3612,115176.397777778,91529.7311111111
"kroA100","H",100,0.25,"ACO","restart",127207.95586,101878.448888889,78231.7822222222
"kroA100","H",100,0.25,"ACO","ri",113908.93176,113208.284444444,89561.6177777778
"kroA100","H",100,0.5,"ACO","restart",127236.14762,101958.5,78311.8333333333
"kroA100","H",100,0.5,"ACO","ri",115210.30556,104783.515555556,81136.8488888889
"kroA100","H",100,0.75,"ACO","restart",127159.03618,101849.324444444,78202.6577777778
"kroA100","H",100,0.75,"ACO","ri",119845.47748,105666.195555556,82019.5288888889
"kroA100","H",100,1,"ACO","restart",127132.27976,101915.148888889,78268.4822222222
"kroA100","H",100,1,"ACO","ri",119830.27838,103475.855555556,79829.1888888889
"kroA100","H",200,0.1,"ACO","restart",102927.69222,88771.9,62169.4
"kroA100","H",200,0.1,"ACO","ri",103324.5021,120506.91,93904.41
"kroA100","H",200,0.25,"ACO","restart",102905.86458,89067.585,62465.085
"kroA100","H",200,0.25,"ACO","ri",123866.26654,145306.315,118703.815
"kroA100","H",200,0.5,"ACO","restart",102974.65398,88596.515,61994.015
"kroA100","H",200,0.5,"ACO","ri",131071.47082,149511.295,122908.795
"kroA100","H",200,0.75,"ACO","restart",102883.33276,88222.35,61619.85
"kroA100","H",200,0.75,"ACO","ri",133102.00308,149121.045,122518.545
"kroA100","H",200,1,"ACO","restart",102585.16796,88046.68,61444.18
"kroA100","H",200,1,"ACO","ri",137584.9719,155771.925,129169.425
